id,domain_code,domain,name,definition,source_basis,registry_status,maturity,source_keys,notes
AXM-15-SIMULATION-XR-A-025-sensor-reading,15-simulation-xr,Simulation physics robotics navigation and XR,sensor reading,"Smallest independently addressable sensor reading unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-026-actuator-command,15-simulation-xr,Simulation physics robotics navigation and XR,actuator command,"Smallest independently addressable actuator command unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-027-robot-link-reference,15-simulation-xr,Simulation physics robotics navigation and XR,robot-link reference,"Smallest independently addressable robot-link reference unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-028-robot-joint-reference,15-simulation-xr,Simulation physics robotics navigation and XR,robot-joint reference,"Smallest independently addressable robot-joint reference unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-029-xr-space-reference,15-simulation-xr,Simulation physics robotics navigation and XR,XR-space reference,"Smallest independently addressable XR-space reference unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-030-pose,15-simulation-xr,Simulation physics robotics navigation and XR,pose,"Smallest independently addressable pose unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-031-action-state,15-simulation-xr,Simulation physics robotics navigation and XR,action state,"Smallest independently addressable action state unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-032-interaction-path,15-simulation-xr,Simulation physics robotics navigation and XR,interaction path,"Smallest independently addressable interaction path unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-033-haptic-amplitude,15-simulation-xr,Simulation physics robotics navigation and XR,haptic amplitude,"Smallest independently addressable haptic amplitude unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-034-haptic-duration,15-simulation-xr,Simulation physics robotics navigation and XR,haptic duration,"Smallest independently addressable haptic duration unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-035-field-value,15-simulation-xr,Simulation physics robotics navigation and XR,field value,"Smallest independently addressable field value unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-036-particle-state,15-simulation-xr,Simulation physics robotics navigation and XR,particle state,"Smallest independently addressable particle state unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-037-navigation-cost,15-simulation-xr,Simulation physics robotics navigation and XR,navigation cost,"Smallest independently addressable navigation cost unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-038-path-waypoint,15-simulation-xr,Simulation physics robotics navigation and XR,path waypoint,"Smallest independently addressable path waypoint unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-039-fluid-density,15-simulation-xr,Simulation physics robotics navigation and XR,fluid density,"Smallest independently addressable fluid density unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-040-fluid-velocity,15-simulation-xr,Simulation physics robotics navigation and XR,fluid velocity,"Smallest independently addressable fluid velocity unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-041-temperature-sample,15-simulation-xr,Simulation physics robotics navigation and XR,temperature sample,"Smallest independently addressable temperature sample unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-15-SIMULATION-XR-A-042-pressure-sample,15-simulation-xr,Simulation physics robotics navigation and XR,pressure sample,"Smallest independently addressable pressure sample unit in simulation physics robotics navigation and xr, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-USDPHYS;SRC-URDF;SRC-OPENXR;SRC-SCXML;SRC-OPENVDB,
AXM-16-GAMES-A-001-entity-identifier,16-games,Games interactive worlds and playable systems,entity identifier,"Smallest independently addressable entity identifier unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-002-component-identifier,16-games,Games interactive worlds and playable systems,component identifier,"Smallest independently addressable component identifier unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-003-system-identifier,16-games,Games interactive worlds and playable systems,system identifier,"Smallest independently addressable system identifier unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-004-gameplay-tag,16-games,Games interactive worlds and playable systems,gameplay tag,"Smallest independently addressable gameplay tag unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-005-stat-value,16-games,Games interactive worlds and playable systems,stat value,"Smallest independently addressable stat value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-006-resource-value,16-games,Games interactive worlds and playable systems,resource value,"Smallest independently addressable resource value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-007-health-value,16-games,Games interactive worlds and playable systems,health value,"Smallest independently addressable health value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-008-score-value,16-games,Games interactive worlds and playable systems,score value,"Smallest independently addressable score value unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-009-input-action,16-games,Games interactive worlds and playable systems,input action,"Smallest independently addressable input action unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-010-trigger-volume,16-games,Games interactive worlds and playable systems,trigger volume,"Smallest independently addressable trigger volume unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-011-spawn-point,16-games,Games interactive worlds and playable systems,spawn point,"Smallest independently addressable spawn point unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-012-waypoint,16-games,Games interactive worlds and playable systems,waypoint,"Smallest independently addressable waypoint unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-013-navigation-link,16-games,Games interactive worlds and playable systems,navigation link,"Smallest independently addressable navigation link unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-014-tile-identifier,16-games,Games interactive worlds and playable systems,tile identifier,"Smallest independently addressable tile identifier unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-015-biome-tag,16-games,Games interactive worlds and playable systems,biome tag,"Smallest independently addressable biome tag unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-016-faction-identifier,16-games,Games interactive worlds and playable systems,faction identifier,"Smallest independently addressable faction identifier unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
AXM-16-GAMES-A-017-quest-state,16-games,Games interactive worlds and playable systems,quest state,"Smallest independently addressable quest state unit in games interactive worlds and playable systems, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-GLTF;SRC-USDPHYS;SRC-SCXML;SRC-OPENXR;SRC-WEBAUDIO,
