id,level,domain_code,domain,name,definition,source_keys,source_basis,registry_status,maturity,extension_allowed,notes
AXM-17-DOCUMENTS-OFFICE-A-019-named-range-reference,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,named-range reference,"Smallest independently addressable named-range reference unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-020-row-index,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,row index,"Smallest independently addressable row index unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-021-column-index,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,column index,"Smallest independently addressable column index unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-022-merge-span,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,merge span,"Smallest independently addressable merge span unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-023-slide-index,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,slide index,"Smallest independently addressable slide index unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-024-object-anchor,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,object anchor,"Smallest independently addressable object anchor unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-025-master-layout-reference,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,master-layout reference,"Smallest independently addressable master-layout reference unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-026-speaker-note-marker,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,speaker-note marker,"Smallest independently addressable speaker-note marker unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-027-form-field-value,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,form-field value,"Smallest independently addressable form-field value unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-028-tag-tree-role,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,tag-tree role,"Smallest independently addressable tag-tree role unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-029-reading-order-index,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,reading-order index,"Smallest independently addressable reading-order index unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-030-print-margin,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,print margin,"Smallest independently addressable print margin unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-031-page-size,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,page size,"Smallest independently addressable page size unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-032-orientation-value,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,orientation value,"Smallest independently addressable orientation value unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-033-revision-mark,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,revision mark,"Smallest independently addressable revision mark unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-A-034-comment-anchor,atom,17-documents-office,Documents publishing spreadsheets presentations and forms,comment anchor,"Smallest independently addressable comment anchor unit in documents publishing spreadsheets presentations and forms, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-001-text-run,component,17-documents-office,Documents publishing spreadsheets presentations and forms,text run,"Reusable text run assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-002-document-paragraph,component,17-documents-office,Documents publishing spreadsheets presentations and forms,document paragraph,"Reusable document paragraph assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-003-document-heading,component,17-documents-office,Documents publishing spreadsheets presentations and forms,document heading,"Reusable document heading assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-004-document-list,component,17-documents-office,Documents publishing spreadsheets presentations and forms,document list,"Reusable document list assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-005-document-table,component,17-documents-office,Documents publishing spreadsheets presentations and forms,document table,"Reusable document table assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-006-table-cell,component,17-documents-office,Documents publishing spreadsheets presentations and forms,table cell,"Reusable table cell assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-007-figure,component,17-documents-office,Documents publishing spreadsheets presentations and forms,figure,"Reusable figure assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-008-caption,component,17-documents-office,Documents publishing spreadsheets presentations and forms,caption,"Reusable caption assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-009-footnote,component,17-documents-office,Documents publishing spreadsheets presentations and forms,footnote,"Reusable footnote assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-010-endnote,component,17-documents-office,Documents publishing spreadsheets presentations and forms,endnote,"Reusable endnote assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-011-citation,component,17-documents-office,Documents publishing spreadsheets presentations and forms,citation,"Reusable citation assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-012-bibliography-entry,component,17-documents-office,Documents publishing spreadsheets presentations and forms,bibliography entry,"Reusable bibliography entry assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-013-document-section,component,17-documents-office,Documents publishing spreadsheets presentations and forms,document section,"Reusable document section assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-014-page,component,17-documents-office,Documents publishing spreadsheets presentations and forms,page,"Reusable page assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
AXM-17-DOCUMENTS-OFFICE-C-015-page-style,component,17-documents-office,Documents publishing spreadsheets presentations and forms,page style,"Reusable page style assembly in documents publishing spreadsheets presentations and forms, with a bounded role and an interface that can be tested independently.",SRC-ODF;SRC-PDF;SRC-EPUB;SRC-HTML;SRC-OPENTYPE,cross-standard,candidate,research-seed,True,
